,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,county_num,charter,grade_span
061901002,578,467,397,345,187,1328,245,390,183,210,390,33973,13.9,9.6,DENTON ISD,061,N,09 - 12
061901003,434,359,288,256,154,997,149,288,171,199,288,32460,11.2,6.8,DENTON ISD,061,N,09 - 12
061901004,15,17,3,1,13,47,1,0,0,38,0,0,0,0,DENTON ISD,061,N,03 - 12
061901005,6,2,3,2,5,14,4,12,0,5,12,28497,5.3,0.7,DENTON ISD,061,N,05 - 12
061901039,13,26,30,36,20,73,12,25,0,2,25,28600,6.6,4.1,DENTON ISD,061,N,09 - 12
061901040,10,9,1,0,3,15,6,4,0,9,4,.,.,.,DENTON ISD,061,N,07 - 11
061901044,0,0,0,0,126,816,172,355,145,144,355,30526,8.9,5.8,DENTON ISD,061,N,07 - 08
061901045,0,0,0,0,82,565,89,220,128,129,220,32187,10.5,6.8,DENTON ISD,061,N,07 - 08
061901102,0,0,0,0,139,467,46,132,90,87,132,34720,13.9,9.9,DENTON ISD,061,N,KG - 06
061901103,0,0,0,0,50,126,98,159,0,87,159,30001,7.8,4.4,DENTON ISD,061,N,EE - KG
061901104,0,0,0,0,90,265,259,330,59,57,330,31679,10.5,7.5,DENTON ISD,061,N,KG - 06
061901105,0,0,0,0,77,678,64,327,55,96,327,32045,10.8,7.6,DENTON ISD,061,N,PK - 06
061901106,0,0,0,0,44,739,43,139,93,118,139,32455,11.2,7.6,DENTON ISD,061,N,EE - 06
061901107,0,0,0,0,79,417,208,298,71,59,298,30531,9.7,6.8,DENTON ISD,061,N,PK - 06
061901108,0,0,0,0,128,351,249,449,53,69,449,28764,7,4.2,DENTON ISD,061,N,KG - 06
061901109,0,0,0,0,68,572,48,129,83,88,129,33413,13,8.8,DENTON ISD,061,N,KG - 06
061901110,0,0,0,0,59,550,54,152,63,68,152,35568,15.7,10.7,DENTON ISD,061,N,KG - 06
061901111,0,0,0,0,47,338,194,320,51,51,320,33523,13.3,9.7,DENTON ISD,061,N,PK - 06
061901112,0,0,0,0,63,468,56,164,68,71,164,32622,11.2,8.5,DENTON ISD,061,N,KG - 06
061902001,974,744,539,544,226,2195,282,238,132,376,238,34149,12.2,6.8,LEWISVILLE ISD,061,N,09 - 12
061902002,762,665,614,545,60,2385,101,29,140,272,29,32908,10.7,6,LEWISVILLE ISD,061,N,09 - 12
061902004,753,552,489,398,145,1724,232,130,260,260,130,32294,10.4,5.2,LEWISVILLE ISD,061,N,09 - 12
061902005,6,15,17,31,7,58,6,6,0,13,6,34171,12.4,7.4,LEWISVILLE ISD,061,N,08 - 12
061902042,0,0,0,0,63,547,92,168,68,115,168,31095,9.4,4.4,LEWISVILLE ISD,061,N,06 - 08
061902044,0,0,0,0,43,547,100,132,56,115,132,30923,8.3,4,LEWISVILLE ISD,061,N,06 - 08
061902045,0,0,0,0,23,940,35,38,81,120,38,32116,10.8,5,LEWISVILLE ISD,061,N,06 - 08
061902046,0,0,0,0,50,678,98,123,82,160,123,31436,8.9,4.3,LEWISVILLE ISD,061,N,06 - 08
061902047,0,0,0,0,46,537,42,39,86,84,39,31544,9.6,5.6,LEWISVILLE ISD,061,N,06 - 08
061902048,0,0,0,0,26,820,34,26,98,97,26,33010,11.2,7.4,LEWISVILLE ISD,061,N,06 - 08
061902049,0,0,0,0,10,1006,31,12,109,102,12,31809,9.8,6.3,LEWISVILLE ISD,061,N,06 - 08
061902050,0,0,0,0,57,349,139,245,16,127,245,32133,10.3,5.8,LEWISVILLE ISD,061,N,06 - 08
061902051,0,0,0,0,56,551,101,125,61,102,125,32712,10.8,4.9,LEWISVILLE ISD,061,N,06 - 08
061902101,0,0,0,0,61,349,307,418,8,120,418,30730,8.9,3.8,LEWISVILLE ISD,061,N,EE - 05
061902102,0,0,0,0,31,267,27,125,4,72,125,32073,10,7.5,LEWISVILLE ISD,061,N,KG - 05
061902104,0,0,0,0,72,451,71,182,39,125,182,32120,10.5,4.7,LEWISVILLE ISD,061,N,EE - 05
061902105,0,0,0,0,67,430,254,291,27,88,291,32866,11.1,7,LEWISVILLE ISD,061,N,KG - 05
061902106,0,0,0,0,43,551,46,54,36,92,54,31707,10.5,4.5,LEWISVILLE ISD,061,N,EE - 05
061902107,0,0,0,0,27,361,41,82,15,93,82,30818,8,4.7,LEWISVILLE ISD,061,N,EE - 05
061902108,0,0,0,0,25,474,46,28,29,59,28,34694,13.5,8.4,LEWISVILLE ISD,061,N,KG - 05
061902109,0,0,0,0,22,350,114,114,38,77,114,30186,7.4,4.2,LEWISVILLE ISD,061,N,KG - 05
061902110,0,0,0,0,5,443,13,13,42,60,13,37118,16.2,11.7,LEWISVILLE ISD,061,N,KG - 05
061902111,0,0,0,0,31,443,60,95,22,92,95,29693,6.7,4.2,LEWISVILLE ISD,061,N,EE - 05
061902112,0,0,0,0,11,627,24,14,43,60,14,31806,10.6,6.3,LEWISVILLE ISD,061,N,KG - 05
061902113,0,0,0,0,44,470,26,35,45,72,35,33114,10.9,7.2,LEWISVILLE ISD,061,N,EE - 05
061902114,0,0,0,0,4,662,15,8,62,73,8,34353,13.8,7.2,LEWISVILLE ISD,061,N,KG - 05
061902115,0,0,0,0,15,453,57,90,25,82,90,33291,12,7,LEWISVILLE ISD,061,N,KG - 05
061902116,0,0,0,0,65,494,53,95,27,89,95,31292,9,5,LEWISVILLE ISD,061,N,KG - 05
061902117,0,0,0,0,17,759,26,10,56,108,10,31229,9.4,6,LEWISVILLE ISD,061,N,EE - 05
061902118,0,0,0,0,36,483,16,22,26,59,22,32482,10.4,6.6,LEWISVILLE ISD,061,N,EE - 05
061902119,0,0,0,0,29,447,48,29,30,71,29,30162,7.1,3.8,LEWISVILLE ISD,061,N,EE - 05
061902120,0,0,0,0,29,822,44,20,27,142,20,31128,9,4.3,LEWISVILLE ISD,061,N,EE - 05
061902121,0,0,0,0,27,374,51,91,16,66,91,30034,7.8,2.6,LEWISVILLE ISD,061,N,KG - 05
061902122,0,0,0,0,12,458,5,10,53,50,10,32751,11.3,7,LEWISVILLE ISD,061,N,EE - 05
061902123,0,0,0,0,8,846,14,21,44,104,21,29500,7.5,2.8,LEWISVILLE ISD,061,N,EE - 05
061902124,0,0,0,0,39,492,41,47,38,80,47,30660,8.2,4.4,LEWISVILLE ISD,061,N,EE - 05
061902125,0,0,0,0,59,398,30,53,17,63,53,29503,6.9,3.5,LEWISVILLE ISD,061,N,KG - 05
061902126,0,0,0,0,10,298,18,22,23,46,22,34796,13.6,9.1,LEWISVILLE ISD,061,N,KG - 05
061902127,0,0,0,0,46,394,32,22,30,47,22,31041,8.8,4.1,LEWISVILLE ISD,061,N,KG - 05
061903001,82,84,71,58,16,262,15,56,25,50,56,30026,9.7,3.8,PILOT POINT ISD,061,N,09 - 12
061903041,0,0,0,0,18,306,28,122,46,46,122,28641,9,5.3,PILOT POINT ISD,061,N,05 - 08
061903101,0,0,0,0,27,426,69,219,45,80,219,28246,8.3,2.8,PILOT POINT ISD,061,N,EE - 04
061905001,94,77,48,60,4,257,17,24,23,45,24,30810,11.7,5.5,KRUM ISD,061,N,09 - 12
061905041,0,0,0,0,3,129,9,29,16,25,29,30798,12.3,6.7,KRUM ISD,061,N,07 - 08
061905101,0,0,0,0,0,188,25,57,3,24,57,29905,10.5,7,KRUM ISD,061,N,EE - 02
061905102,0,0,0,0,4,273,25,67,26,49,67,29239,9.9,6.4,KRUM ISD,061,N,03 - 06
061906001,49,38,37,26,0,224,11,38,16,36,38,25968,6.2,3.6,PONDER ISD,061,N,07 - 12
061906101,0,0,0,0,0,263,19,65,29,41,65,23800,4.6,2.8,PONDER ISD,061,N,PK - 06
061907001,79,61,61,58,1,239,17,40,15,56,40,25201,5.8,2.9,AUBREY ISD,061,N,09 - 12
061907041,0,0,0,0,0,204,13,52,34,42,52,27429,7,4.4,AUBREY ISD,061,N,06 - 08
061907101,0,0,0,0,0,379,36,107,32,55,107,26669,6,4.2,AUBREY ISD,061,N,EE - 05
061908001,155,135,124,104,13,466,31,72,29,89,72,29148,10.2,4.5,SANGER ISD,061,N,09 - 12
061908041,0,0,0,0,13,412,42,142,45,76,142,27433,7.7,3,SANGER ISD,061,N,06 - 08
061908101,0,0,0,0,6,257,13,80,44,62,80,28870,10.7,8.3,SANGER ISD,061,N,04 - 05
061908102,0,0,0,0,12,527,51,182,28,84,182,28166,9.3,6.2,SANGER ISD,061,N,EE - 03
061910101,0,0,0,0,6,592,23,93,97,103,93,29523,11.6,7.1,ARGYLE ISD,061,N,EE - 08
061911001,378,337,298,207,6,1108,88,140,104,101,140,30689,9.4,4.9,NORTHWEST ISD,061,N,09 - 12
061911003,15,4,1,0,4,10,10,24,0,4,24,25537,4,4,NORTHWEST ISD,061,N,08 - 11
061911004,8,15,10,8,0,39,5,0,0,10,0,30765,10.6,3.4,NORTHWEST ISD,061,N,06 - 12
061911041,0,0,0,0,5,943,67,225,145,129,225,30536,9.9,5.4,NORTHWEST ISD,061,N,06 - 08
061911101,0,0,0,0,1,315,21,79,44,58,79,30874,10,5.9,NORTHWEST ISD,061,N,EE - 08
061911102,0,0,0,0,0,398,43,136,57,58,136,31832,11.1,6.6,NORTHWEST ISD,061,N,PK - 05
061911106,0,0,0,0,9,426,5,9,62,29,9,30527,9.6,4.6,NORTHWEST ISD,061,N,KG - 05
061911107,0,0,0,0,6,357,41,176,19,62,176,31551,10.4,5.3,NORTHWEST ISD,061,N,EE - 05
061911108,0,0,0,0,2,444,40,274,28,53,274,30537,10.4,4.5,NORTHWEST ISD,061,N,PK - 05
061912001,210,137,130,112,15,526,35,51,51,78,51,27741,7.6,4.3,LAKE DALLAS ISD,061,N,09 - 12
061912041,0,0,0,0,17,490,40,98,57,101,98,26411,7.8,4.5,LAKE DALLAS ISD,061,N,06 - 08
061912101,0,0,0,0,22,525,34,119,72,84,119,28331,10.1,6.3,LAKE DALLAS ISD,061,N,03 - 05
061912102,0,0,0,0,11,328,30,116,15,26,116,25943,6.3,4.1,LAKE DALLAS ISD,061,N,PK - 02
061912103,0,0,0,0,14,275,13,29,10,41,29,27443,9,6.4,LAKE DALLAS ISD,061,N,EE - 02
061914001,99,107,86,56,2,278,66,97,21,78,97,29106,9.1,3.4,LITTLE ELM ISD,061,N,09 - 12
061914041,0,0,0,0,1,227,67,99,42,59,99,26187,6.4,2.4,LITTLE ELM ISD,061,N,06 - 08
061914101,0,0,0,0,6,249,85,139,40,56,139,26769,6.9,3,LITTLE ELM ISD,061,N,03 - 05
061914102,0,0,0,0,5,252,102,161,18,40,161,26388,6.1,3.7,LITTLE ELM ISD,061,N,EE - 02
062901001,206,141,151,144,92,386,162,210,32,91,210,31408,13.4,7.7,CUERO ISD,062,N,09 - 12
062901041,1,0,1,0,74,273,196,295,35,91,295,30828,13.2,5.9,CUERO ISD,062,N,06 - 11
062901101,0,0,0,0,83,210,204,318,35,71,318,29545,12.4,8.5,CUERO ISD,062,N,02 - 05
062901104,0,0,0,0,46,94,114,176,3,27,176,31393,14.1,10.8,CUERO ISD,062,N,KG - 01
062901199,0,1,0,0,15,15,35,63,0,11,63,34979,18.8,13.8,CUERO ISD,062,N,EE - 10
062902001,7,11,7,9,1,56,50,66,3,24,66,32537,16,10.1,NORDHEIM ISD,062,N,EE - 12
062903001,177,122,120,108,48,369,110,125,51,66,125,33572,18.6,11.8,YOAKUM ISD,062,N,09 - 12
062903041,0,0,0,0,59,199,136,227,40,55,227,30215,13.7,9.5,YOAKUM ISD,062,N,06 - 08
062903102,0,0,0,0,47,170,95,180,47,62,180,30457,13.6,9.8,YOAKUM ISD,062,N,03 - 05
062903103,0,0,0,0,72,127,144,265,9,36,265,29708,12.4,9.3,YOAKUM ISD,062,N,EE - 02
062904001,68,66,55,56,5,167,73,98,33,19,98,30838,12,9.5,YORKTOWN ISD,062,N,09 - 12
062904041,0,0,0,0,2,97,69,83,22,17,83,28650,9.4,6.5,YORKTOWN ISD,062,N,06 - 08
062904102,0,0,0,0,7,223,145,213,11,48,213,31552,12.7,8.7,YORKTOWN ISD,062,N,PK - 05
062905101,0,0,0,0,0,51,30,70,10,8,70,27034,11.4,6.3,WESTHOFF ISD,062,N,PK - 08
062906101,0,0,0,0,0,134,17,32,8,16,32,31082,14.2,11.2,MEYERSVILLE ISD,062,N,PK - 08
063903001,34,36,28,36,11,103,60,84,19,17,84,29686,10.8,4.5,SPUR ISD,063,N,07 - 12
063903103,0,0,0,0,17,119,65,146,16,39,146,30339,12.5,8.8,SPUR ISD,063,N,PK - 06
063906001,6,15,15,10,0,104,58,136,7,24,136,26075,6.7,4.1,PATTON SPRINGS ISD,063,N,PK - 12
064901001,23,30,20,32,0,2,157,129,11,24,129,29400,11.3,3.9,ASHERTON ISD,064,N,07 - 12
064901103,0,0,0,0,3,2,227,176,22,21,176,32333,16.5,10.3,ASHERTON ISD,064,N,PK - 06
064903001,233,163,173,148,8,89,613,523,74,94,523,32634,14.3,6.9,CARRIZO SPRINGS CONS ISD,064,N,09 - 12
064903041,0,0,0,0,1,48,414,383,59,75,383,28829,8.2,4.5,CARRIZO SPRINGS CONS ISD,064,N,06 - 08
064903101,0,0,0,0,0,10,147,150,12,21,150,29170,9.8,5,CARRIZO SPRINGS CONS ISD,064,N,PK - 08
064903103,0,0,0,0,7,30,250,245,33,44,245,30759,12.5,8.4,CARRIZO SPRINGS CONS ISD,064,N,04 - 05
064903105,0,0,0,0,3,48,340,348,7,23,348,30418,13.5,10.7,CARRIZO SPRINGS CONS ISD,064,N,EE - 01
064903107,0,0,0,0,4,34,277,268,29,30,268,30204,13.1,8.7,CARRIZO SPRINGS CONS ISD,064,N,02 - 03
065901001,40,36,40,33,21,114,12,34,25,25,34,29152,8,3.8,CLARENDON ISD,065,N,09 - 12
065901041,0,0,0,0,13,104,11,42,13,16,42,28967,9.4,4.8,CLARENDON ISD,065,N,06 - 08
065901101,0,0,0,0,35,181,16,129,23,34,129,30594,12.6,7.8,CLARENDON ISD,065,N,EE - 05
065902001,18,16,9,9,0,155,14,98,23,10,98,26835,8.2,4.7,HEDLEY ISD,065,N,EE - 12
066005101,0,0,0,0,0,2,22,24,2,1,24,24523,5.4,4.3,RAMIREZ CSD,066,N,PK - 04
066901001,56,44,46,40,0,2,184,139,13,27,139,33497,17.3,13,BENAVIDES ISD,066,N,09 - 12
066901003,0,1,0,1,0,0,2,2,0,0,2,35149,10.8,0,BENAVIDES ISD,066,N,10 - 12
066901041,0,0,0,0,0,2,151,120,16,21,120,32892,18.3,12.2,BENAVIDES ISD,066,N,05 - 08
066901101,0,0,0,0,0,4,232,202,13,28,202,32223,16.3,13,BENAVIDES ISD,066,N,PK - 04
066902001,131,104,98,83,0,7,409,299,47,44,299,29257,9.5,7.3,SAN DIEGO ISD,066,N,09 - 12
066902003,3,0,0,0,0,0,3,2,0,1,2,.,.,.,SAN DIEGO ISD,066,N,09 - 09
066902041,0,0,0,0,0,2,368,317,69,35,317,29647,10.8,7.5,SAN DIEGO ISD,066,N,06 - 08
066902101,0,0,0,0,0,5,459,431,25,39,431,29449,12.9,9.7,SAN DIEGO ISD,066,N,PK - 02
066902102,0,0,0,0,0,2,416,389,58,67,389,29184,11.9,8.5,SAN DIEGO ISD,066,N,03 - 05
066903002,81,88,55,67,0,61,228,131,31,39,131,35709,15.8,10.3,FREER ISD,066,N,09 - 12
066903042,0,0,0,0,2,54,186,131,33,40,131,33439,14.8,10.9,FREER ISD,066,N,06 - 08
066903102,0,0,0,0,2,84,421,312,27,51,312,31323,12.5,8.8,FREER ISD,066,N,EE - 05
067902001,93,77,62,43,9,241,24,98,21,72,98,30363,12,7.8,CISCO ISD,067,N,09 - 12
067902002,3,0,2,8,0,14,1,5,0,4,5,26591,7,2.5,CISCO ISD,067,N,08 - 12
067902003,0,0,0,0,0,1,0,0,0,1,0,.,.,.,CISCO ISD,067,N,06 - 06
067902041,0,0,0,0,5,214,18,122,20,51,122,28493,11.6,7.6,CISCO ISD,067,N,06 - 08
067902101,0,0,0,0,11,362,51,292,25,80,292,29780,11.8,8.2,CISCO ISD,067,N,EE - 05
067903001,125,87,78,71,4,309,41,78,34,57,78,30918,11.1,6.3,EASTLAND ISD,067,N,09 - 12
067903041,0,0,0,0,4,261,28,101,29,46,101,30960,10.5,5.7,EASTLAND ISD,067,N,06 - 08
067903101,0,0,0,0,2,511,73,304,36,80,304,31634,12.8,8,EASTLAND ISD,067,N,EE - 05
067904001,34,40,22,32,0,156,48,101,25,30,101,29006,9.4,5.1,GORMAN ISD,067,N,07 - 12
067904101,0,0,0,0,0,167,68,157,16,31,157,29245,11.7,10.3,GORMAN ISD,067,N,PK - 06
067907001,51,49,41,48,6,227,58,150,44,64,150,31634,14.8,8.4,RANGER ISD,067,N,07 - 12
067907101,0,0,0,0,5,245,54,213,26,48,213,30611,13,9.9,RANGER ISD,067,N,EE - 06
067908001,23,16,18,12,0,97,11,38,22,21,38,32107,16.8,6,RISING STAR ISD,067,N,07 - 12
067908101,0,0,0,0,0,114,17,95,16,29,95,28354,10.8,5.6,RISING STAR ISD,067,N,EE - 06
068901002,44,730,607,622,55,904,1022,1081,274,190,1081,32013,14.2,10.3,ECTOR COUNTY ISD,068,N,09 - 12
068901003,94,781,624,607,114,1307,655,679,320,181,679,31720,13,9.2,ECTOR COUNTY ISD,068,N,09 - 12
068901004,33,3,1,1,7,12,48,61,0,20,61,27070,7.3,2.8,ECTOR COUNTY ISD,068,N,07 - 12
068901005,11,4,1,0,5,2,18,23,0,7,23,29534,9.8,7.3,ECTOR COUNTY ISD,068,N,07 - 11
068901006,76,79,97,63,27,94,190,225,4,16,225,27585,9.7,7,ECTOR COUNTY ISD,068,N,09 - 12
068901007,12,16,16,3,4,24,26,51,0,7,51,28942,9.6,8,ECTOR COUNTY ISD,068,N,07 - 12
068901008,0,359,257,0,18,252,342,402,0,66,402,27364,7,5.1,ECTOR COUNTY ISD,068,N,10 - 11
068901012,64,39,19,43,4,44,117,130,0,13,130,31765,13.9,9.9,ECTOR COUNTY ISD,068,N,09 - 12
068901013,59,78,55,20,21,82,107,123,0,29,123,30761,13.3,10.1,ECTOR COUNTY ISD,068,N,09 - 12
068901042,333,0,0,0,63,529,488,561,173,121,561,29295,9.5,7.5,ECTOR COUNTY ISD,068,N,07 - 09
068901043,355,0,0,0,35,565,593,695,265,108,695,29047,9.8,7.1,ECTOR COUNTY ISD,068,N,07 - 09
068901044,353,0,0,0,28,453,642,750,140,144,750,28740,8.9,7,ECTOR COUNTY ISD,068,N,07 - 09
068901045,363,1,0,0,62,531,488,658,139,173,658,29129,9.6,7.2,ECTOR COUNTY ISD,068,N,07 - 10
068901046,327,0,0,0,99,632,318,434,226,146,434,31136,12,9.1,ECTOR COUNTY ISD,068,N,07 - 09
068901047,346,0,0,0,26,371,748,930,102,191,930,27711,8.2,5.8,ECTOR COUNTY ISD,068,N,07 - 09
068901101,0,0,0,0,22,226,210,342,17,55,342,30235,11.3,9,ECTOR COUNTY ISD,068,N,KG - 06
068901102,0,0,0,0,7,169,409,523,12,65,523,29334,10.1,9.1,ECTOR COUNTY ISD,068,N,KG - 06
068901103,0,0,0,0,19,164,344,449,21,65,449,28810,10.6,9.5,ECTOR COUNTY ISD,068,N,KG - 06
068901104,0,0,0,0,53,350,265,392,31,66,392,29787,11.4,9.5,ECTOR COUNTY ISD,068,N,PK - 06
068901105,0,0,0,0,34,133,394,503,12,61,503,27521,7.7,6.7,ECTOR COUNTY ISD,068,N,KG - 06
068901106,0,0,0,0,21,13,296,325,0,33,325,28491,8,7.3,ECTOR COUNTY ISD,068,N,EE - PK
068901107,0,0,0,0,35,183,381,467,21,100,467,30212,12.7,9.7,ECTOR COUNTY ISD,068,N,KG - 06
068901108,0,0,0,0,6,156,415,562,0,92,562,26968,6.8,5.8,ECTOR COUNTY ISD,068,N,EE - PK
068901109,0,0,0,0,4,81,216,266,8,22,266,27457,7.1,5.5,ECTOR COUNTY ISD,068,N,KG - 06
068901110,0,0,0,0,37,295,207,391,24,70,391,30153,11.6,9.6,ECTOR COUNTY ISD,068,N,KG - 06
068901111,0,0,0,0,29,317,217,310,24,78,310,29796,10,7.8,ECTOR COUNTY ISD,068,N,KG - 06
068901112,0,0,0,0,41,141,115,201,14,37,201,28345,8.8,6.5,ECTOR COUNTY ISD,068,N,KG - 06
068901113,0,0,0,0,46,170,276,436,6,99,436,28248,8.5,6.7,ECTOR COUNTY ISD,068,N,KG - 06
068901114,0,0,0,0,43,320,251,330,38,73,330,31272,12.7,10.5,ECTOR COUNTY ISD,068,N,KG - 06
068901115,0,0,0,0,26,158,374,559,0,76,559,31379,13,8.7,ECTOR COUNTY ISD,068,N,EE - PK
068901116,0,0,0,0,57,228,166,311,34,61,311,29697,10.4,8,ECTOR COUNTY ISD,068,N,KG - 06
068901117,0,0,0,0,41,270,456,539,35,62,539,28175,7.8,6.7,ECTOR COUNTY ISD,068,N,KG - 06
068901118,0,0,0,0,27,301,205,130,102,20,130,30892,12.2,10.3,ECTOR COUNTY ISD,068,N,KG - 06
068901119,0,0,0,0,46,296,245,408,21,85,408,29260,11.4,10.2,ECTOR COUNTY ISD,068,N,PK - 06
068901121,0,0,0,0,17,155,355,424,16,68,424,30765,12.3,11,ECTOR COUNTY ISD,068,N,PK - 06
068901122,0,0,0,0,20,127,393,461,21,33,461,29501,10.2,8,ECTOR COUNTY ISD,068,N,KG - 06
068901123,0,0,0,0,36,109,449,518,21,69,518,26787,7.5,6.3,ECTOR COUNTY ISD,068,N,KG - 06
068901124,0,0,0,0,25,194,297,379,26,41,379,29869,10.9,9.2,ECTOR COUNTY ISD,068,N,PK - 06
068901125,0,0,0,0,28,276,266,340,27,61,340,29921,10.8,9.8,ECTOR COUNTY ISD,068,N,KG - 06
068901126,0,0,0,0,9,287,317,481,21,56,481,28856,9.5,8,ECTOR COUNTY ISD,068,N,KG - 06
068901127,0,0,0,0,54,311,283,414,31,58,414,32261,15.1,12,ECTOR COUNTY ISD,068,N,KG - 06
068901128,0,0,0,0,44,472,204,281,52,82,281,31222,12.7,10.3,ECTOR COUNTY ISD,068,N,KG - 06
068901129,0,0,0,0,9,533,221,385,27,75,385,29088,9.9,8.2,ECTOR COUNTY ISD,068,N,KG - 06
068901130,0,0,0,0,2,321,427,573,23,66,573,28734,9.3,7.7,ECTOR COUNTY ISD,068,N,PK - 06
069901001,40,47,26,24,0,43,94,86,13,23,86,30434,11.6,4.6,ROCKSPRINGS ISD,069,N,09 - 12
069901101,0,0,0,0,1,74,235,237,11,29,237,30337,12.3,7.4,ROCKSPRINGS ISD,069,N,PK - 08
069902001,35,29,35,25,0,97,26,73,9,20,73,28161,10.5,8.3,NUECES CANYON CONS ISD,069,N,09 - 12
069902101,0,0,0,0,1,182,80,183,16,44,183,30302,12.3,8.6,NUECES CANYON CONS ISD,069,N,KG - 08
070901001,23,21,14,13,9,121,96,145,19,44,145,29792,10.1,5.3,AVALON ISD,070,N,EE - 12
070903002,381,289,239,219,205,634,283,263,64,194,263,35087,13.5,7.9,ENNIS ISD,070,N,09 - 12
070903042,0,0,0,0,172,560,334,404,65,185,404,31655,10.8,7.3,ENNIS ISD,070,N,06 - 08
070903101,0,0,0,0,90,314,72,164,50,61,164,35110,15.9,12,ENNIS ISD,070,N,KG - 05
070903102,0,0,0,0,119,163,365,481,0,64,481,33647,12.2,9,ENNIS ISD,070,N,EE - 05
070903103,0,0,0,0,100,289,288,0,0,77,0,32399,11,6.1,ENNIS ISD,070,N,KG - 05
070903104,0,0,0,0,76,197,169,242,0,60,242,31984,11.2,7.9,ENNIS ISD,070,N,KG - 05
070905002,165,105,81,69,66,234,119,140,41,46,140,32252,11.1,4.3,FERRIS ISD,070,N,09 - 12
070905041,0,0,0,0,56,147,85,144,26,59,144,26844,5.6,2.4,FERRIS ISD,070,N,07 - 08
070905103,0,0,0,0,64,235,199,341,6,79,341,30483,10.5,7.2,FERRIS ISD,070,N,EE - 02
070905104,0,0,0,0,75,328,174,322,29,121,322,27436,7.6,3.7,FERRIS ISD,070,N,03 - 06
070907001,50,48,46,38,60,177,34,124,30,55,124,34152,12,7.2,ITALY ISD,070,N,07 - 12
070907101,0,0,0,0,88,206,45,199,17,86,199,31025,8.6,5,ITALY ISD,070,N,PK - 06
070908001,359,291,217,199,21,950,87,131,66,82,131,31763,11.5,6.3,MIDLOTHIAN ISD,070,N,09 - 12
070908042,0,0,0,0,17,761,87,165,101,79,165,31708,10.9,6.5,MIDLOTHIAN ISD,070,N,05 - 08
070908102,0,0,0,0,9,408,60,131,46,68,131,30797,10.3,4.6,MIDLOTHIAN ISD,070,N,KG - 05
070908103,0,0,0,0,18,438,52,128,70,80,128,30753,10.7,6.5,MIDLOTHIAN ISD,070,N,04 - 05
070908104,0,0,0,0,15,555,83,242,115,86,242,31706,10.8,7.8,MIDLOTHIAN ISD,070,N,EE - 04
070909001,17,20,17,16,49,123,35,135,18,55,135,29150,10.6,5.4,MILFORD ISD,070,N,EE - 12
070910001,75,69,54,38,5,181,48,59,17,34,59,31214,10.5,4.7,PALMER ISD,070,N,09 - 12
070910041,0,0,0,0,1,198,88,133,33,52,133,28751,7.3,3.5,PALMER ISD,070,N,05 - 08
070910101,0,0,0,0,0,282,94,173,43,56,173,29603,9.8,5.8,PALMER ISD,070,N,PK - 04
070911001,331,280,245,187,47,869,120,72,29,151,72,32570,11.4,5.9,RED OAK ISD,070,N,09 - 12
070911041,0,0,0,0,31,531,83,87,47,115,87,30503,9.2,4.3,RED OAK ISD,070,N,07 - 08
070911101,0,0,0,0,14,298,115,212,6,85,212,29720,9.1,6.2,RED OAK ISD,070,N,EE - 05
070911102,0,0,0,0,11,354,30,82,24,70,82,31983,12.1,8.4,RED OAK ISD,070,N,KG - 05
070911103,0,0,0,0,13,498,56,70,32,122,70,29224,8.2,5.6,RED OAK ISD,070,N,KG - 05
070911104,0,0,0,0,13,261,34,49,20,65,49,30985,10.2,5.5,RED OAK ISD,070,N,06 - 06
070911105,0,0,0,0,27,359,23,26,29,47,26,31838,12.2,8.1,RED OAK ISD,070,N,KG - 05
070912002,512,379,349,267,232,998,268,337,41,133,337,33083,12.3,8.1,WAXAHACHIE ISD,070,N,09 - 12
070912003,6,5,13,15,9,21,9,3,0,0,3,34168,21,15.3,WAXAHACHIE ISD,070,N,09 - 12
070912041,0,0,0,0,74,247,82,154,35,57,154,32395,12.4,8.9,WAXAHACHIE ISD,070,N,06 - 06
070912042,0,0,0,0,148,508,163,258,63,88,258,33390,13.5,9.9,WAXAHACHIE ISD,070,N,07 - 08
070912103,0,0,0,0,118,223,131,261,0,38,261,31232,11,7.6,WAXAHACHIE ISD,070,N,EE - KG
070912104,0,0,0,0,156,319,106,280,9,68,280,33575,14.9,10.8,WAXAHACHIE ISD,070,N,01 - 05
070912105,0,0,0,0,82,268,183,269,11,78,269,30890,10.7,7.5,WAXAHACHIE ISD,070,N,EE - 06
070912106,0,0,0,0,51,335,92,209,71,52,209,32527,13.4,7.7,WAXAHACHIE ISD,070,N,01 - 05
070912107,0,0,0,0,71,347,56,119,51,53,119,32856,14.1,9.3,WAXAHACHIE ISD,070,N,01 - 05
070915001,57,56,29,47,5,151,30,39,14,45,39,28125,7,3.3,MAYPEARL ISD,070,N,09 - 12
070915041,0,0,0,0,1,140,30,42,18,54,42,26111,2.7,2.4,MAYPEARL ISD,070,N,06 - 08
070915101,0,0,0,0,8,235,62,140,10,83,140,30150,9.1,5.3,MAYPEARL ISD,070,N,EE - 05
071901001,226,205,160,105,5,88,602,495,18,57,495,33743,11.6,4.9,CLINT ISD,071,N,09 - 12
