,SAT_avg,ACT_avg,EOC_alg1_avg,EOC_eng1_avg,EOC_his_avg,DISTRICT
152802,.,.,.,.,.,152802
152803,1103,-1,50,26,76,152803
152901,1264,20.5,77,56,86,152901
152902,1278,17.8,86,70,92,152902
152903,1331,18.7,85,62,89,152903
152906,1459,21.5,92,81,94,152906
152907,1490,22.4,87,73,97,152907
152908,1299,18.5,83,67,97,152908
152909,1466,21.6,95,70,97,152909
152910,1463,21.2,100,82,95,152910
153903,-1,19.4,65,57,57,153903
153904,1254,18.2,87,56,88,153904
153905,-1,21.6,100,83,94,153905
153907,-1,.,58,46,81,153907
154901,1295,17.8,87,68,90,154901
154903,1246,-1,60,51,97,154903
155901,-1,17.7,69,54,87,155901
156902,1229,18.2,78,59,81,156902
156905,-1,21.1,91,87,92,156905
157901,1461,21.3,98,87,96,157901
158901,1349,23,78,41,80,158901
158902,1365,18.4,75,67,91,158902
158904,.,.,.,.,.,158904
158905,1422,20.4,85,68,93,158905
158906,1447,19.4,68,58,86,158906
159901,1279,18.5,85,68,94,159901
160901,1352,20.7,79,57,86,160901
160904,.,18.6,80,56,90,160904
160905,-1,-1,91,42,88,160905
161801,.,.,.,.,.,161801
161802,1591,24.6,77,73,100,161802
161807,1458,21.9,92,78,97,161807
161901,1490,21.3,96,90,98,161901
161903,1497,22.3,90,79,96,161903
161906,1196,16.1,66,46,86,161906
161907,1529,22.9,96,80,98,161907
161908,1252,18.3,80,60,80,161908
161909,1356,19.2,92,56,96,161909
161910,1407,18.7,79,57,96,161910
161912,1357,20,81,59,88,161912
161914,1237,16.6,75,45,83,161914
161916,1367,20.1,87,76,98,161916
161918,1381,19.4,75,63,96,161918
161919,1408,19.3,89,70,92,161919
161920,1550,22.8,95,83,95,161920
161921,1350,19.1,86,62,89,161921
161922,1401,21.8,80,66,87,161922
161923,1469,21.4,90,78,98,161923
161924,.,.,.,.,.,161924
161925,1267,.,93,53,100,161925
162904,1578,19.7,100,88,100,162904
163901,1355,18.4,81,61,86,163901
163902,1314,21,84,63,87,163902
163903,1221,16.5,77,64,82,163903
163904,1342,19.9,89,59,93,163904
163908,1398,21.1,89,70,96,163908
164901,-1,20.4,67,63,89,164901
165802,.,.,.,.,.,165802
165901,1425,21,78,55,89,165901
165902,1358,20.2,83,70,70,165902
166901,1310,18.9,72,55,88,166901
166902,.,.,.,.,.,166902
166903,1457,21.3,67,53,95,166903
166904,1330,18.3,80,58,89,166904
166905,1412,21.1,89,68,91,166905
166907,.,.,67,76,-1,166907
167901,1540,21.8,93,73,84,167901
167902,.,18.9,62,-1,70,167902
167904,-1,.,54,58,75,167904
168901,-1,17.3,79,64,88,168901
168902,.,16.6,100,53,100,168902
168903,-1,17.8,100,81,97,168903
169901,1392,22.1,92,65,95,169901
169902,1370,20.4,81,73,100,169902
169906,.,.,75,68,100,169906
169908,.,.,.,.,.,169908
169909,.,-1,92,67,100,169909
169910,1322,17.4,76,53,86,169910
169911,-1,21,96,84,89,169911
170801,.,.,.,.,.,170801
170902,1550,23.2,90,76,97,170902
170903,1530,22.9,94,80,96,170903
170904,1382,19.6,83,62,93,170904
170906,1468,22.4,85,66,94,170906
170907,1395,19.9,80,57,93,170907
170908,1354,20.2,76,54,90,170908
171901,1419,18.6,83,54,90,171901
171902,.,20.7,81,66,95,171902
172902,1566,17.6,74,66,89,172902
172905,1372,19.3,86,73,85,172905
173901,-1,18,100,58,85,173901
174801,.,.,.,.,.,174801
174901,-1,18.3,84,74,82,174901
174902,1428,20.8,94,66,97,174902
174903,1346,18.6,85,63,88,174903
174904,1346,19.2,70,51,85,174904
174906,1483,20.3,87,86,93,174906
174908,1485,22.4,80,68,96,174908
174909,.,20.5,88,72,96,174909
174910,.,.,-1,.,.,174910
174911,1419,20.4,90,73,97,174911
175902,1451,19.7,85,73,94,175902
175903,1323,19.2,87,57,89,175903
175904,1438,20.8,100,73,87,175904
175905,1440,18.4,77,57,87,175905
175907,1331,18.3,85,58,80,175907
175910,1473,23.5,87,74,98,175910
175911,1284,17.7,74,53,82,175911
176901,.,17.3,76,52,61,176901
176902,1360,17.6,79,56,75,176902
176903,1343,21.9,85,70,75,176903
177901,-1,17.7,75,76,100,177901
177902,1628,20.4,74,51,89,177902
177903,.,18.8,82,80,100,177903
177905,-1,21.7,100,95,100,177905
178801,.,.,70,60,-1,178801
178807,.,.,88,.,.,178807
178808,.,.,100,.,.,178808
178901,.,18.8,85,57,60,178901
178902,1275,18.4,77,57,91,178902
178903,1395,21,88,75,96,178903
178904,1322,19,89,57,91,178904
178905,.,.,100,.,.,178905
178906,1553,23,97,92,96,178906
178908,1485,-1,100,89,98,178908
178909,-1,15,69,41,80,178909
178912,1423,20.5,89,73,90,178912
178913,-1,17.8,85,66,91,178913
178914,1487,22.3,92,76,94,178914
178915,1243,16.5,68,43,87,178915
179901,-1,20,82,64,92,179901
180901,-1,19.5,85,58,97,180901
180902,1493,21,94,80,97,180902
180903,.,24.2,89,70,92,180903
180904,.,.,.,.,.,180904
181901,1433,22.5,93,75,74,181901
181905,1447,23.5,88,69,84,181905
181906,1166,15.3,57,44,85,181906
181907,1368,21.7,89,64,88,181907
181908,1432,21.2,88,63,86,181908
182901,1454,-1,82,60,94,182901
182902,1428,-1,83,61,81,182902
182903,1376,20.4,63,48,92,182903
182904,-1,20.8,81,73,96,182904
182905,-1,-1,82,65,80,182905
182906,.,.,.,.,.,182906
183801,1497,20.5,73,71,97,183801
183901,-1,20.3,98,80,91,183901
183902,1483,20.3,90,71,87,183902
183904,-1,18,82,82,97,183904
184801,.,.,62,30,76,184801
184901,1307,16.2,77,61,80,184901
184902,1393,20.1,86,63,94,184902
184903,1427,20.9,83,66,95,184903
184904,1371,21.2,82,66,94,184904
184907,1569,23.7,96,85,98,184907
184908,1559,24.7,88,70,95,184908
184909,1477,22.9,95,87,97,184909
184911,.,.,.,.,.,184911
185901,-1,18.4,63,68,97,185901
185902,-1,19.4,95,81,95,185902
185903,-1,19.6,89,63,88,185903
185904,.,19.1,87,60,83,185904
186901,1308,-1,100,57,90,186901
186902,1368,20.5,79,56,90,186902
186903,.,17.9,77,67,97,186903
187901,1362,18.7,90,62,74,187901
187903,1192,-1,57,50,82,187903
187904,1316,17.5,90,53,95,187904
187906,-1,-1,94,92,100,187906
187907,1405,20,84,52,78,187907
187910,1390,-1,87,69,89,187910
188901,1250,21.7,86,60,89,188901
188902,-1,20.2,71,56,89,188902
188903,-1,20.1,82,67,97,188903
188904,1573,22.1,95,78,94,188904
189901,.,-1,65,31,88,189901
189902,.,15,83,56,79,189902
190903,-1,20.3,80,72,82,190903
191901,1449,22,87,72,95,191901
192901,-1,18.4,67,38,62,192901
193801,.,-1,35,-1,-1,193801
193902,-1,19.7,65,60,88,193902
194902,.,21.3,82,78,97,194902
194903,-1,20.7,98,82,96,194903
194904,.,16.8,72,62,79,194904
194905,-1,19.1,60,61,88,194905
195901,1229,20.3,76,51,75,195901
195902,-1,16.8,92,86,100,195902
196901,1249,-1,82,92,100,196901
196902,-1,16.8,61,58,85,196902
196903,1309,18.2,88,56,92,196903
197902,-1,22.8,100,95,83,197902
198901,1312,18.9,91,72,100,198901
198902,.,16,38,35,64,198902
198903,1549,22.4,98,81,98,198903
198905,1213,-1,52,44,85,198905
198906,1345,19.4,100,93,93,198906
199901,1546,23.6,89,79,98,199901
199902,1430,21.3,88,64,90,199902
200901,-1,18.8,71,54,89,200901
200902,-1,21.8,100,69,97,200902
200904,-1,19.5,88,70,93,200904
200906,.,.,.,.,.,200906
201902,1598,21,86,69,93,201902
201903,.,16,94,57,100,201903
201904,.,-1,73,54,83,201904
201907,-1,20.4,77,57,89,201907
201908,-1,20,71,66,79,201908
201910,1338,19.3,92,82,91,201910
201913,1378,18.7,86,67,93,201913
201914,1374,19.1,82,61,93,201914
202903,1546,21.4,72,57,90,202903
202905,1278,19.3,63,63,90,202905
203901,1202,15.4,55,40,79,203901
203902,1352,20,88,55,100,203902
204901,1362,19.5,69,45,88,204901
204904,1300,18.7,83,50,84,204904
205901,1301,19.5,72,63,90,205901
205902,1448,20.7,82,68,95,205902
205903,1376,18.4,80,69,96,205903
205904,-1,17.3,62,51,94,205904
205905,1149,18.4,72,58,94,205905
205906,1340,19.6,72,53,84,205906
205907,-1,15.6,70,47,82,205907
206901,-1,19.5,89,66,89,206901
206902,-1,18.6,69,80,88,206902
206903,1479,23.4,63,50,80,206903
207901,-1,19.5,82,50,92,207901
208901,.,18.2,90,39,100,208901
208902,1398,19.1,75,44,87,208902
208903,.,20.8,97,83,96,208903
209901,1474,24.3,95,85,100,209901
209902,-1,.,63,35,93,209902
210901,1243,17.9,80,54,90,210901
210902,.,19.2,84,68,83,210902
210903,.,18.9,81,63,91,210903
210904,1246,17.1,83,62,78,210904
210905,.,19.4,94,74,79,210905
210906,.,.,.,.,.,210906
211901,.,.,.,.,.,211901
211902,.,21.3,79,65,96,211902
212801,.,.,89,74,.,212801
212804,.,.,94,85,91,212804
212901,1469,20.9,81,68,95,212901
212902,1390,21.4,89,78,95,212902
212903,1549,21.4,94,85,99,212903
212904,1456,20.8,94,70,93,212904
212905,1358,18.7,75,54,90,212905
212906,1529,22.9,86,74,93,212906
212909,1278,17.5,70,64,89,212909
212910,1292,17.5,81,50,75,212910
213801,1421,-1,62,38,88,213801
213901,1480,21.9,85,82,96,213901
214901,1258,17.5,79,49,88,214901
214902,-1,17.9,82,76,100,214902
214903,-1,17.6,75,52,90,214903
215901,1399,21.5,72,49,89,215901
216901,.,19,91,75,94,216901
217901,-1,21.3,86,64,100,217901
218901,1405,16.7,76,68,95,218901
219901,-1,19.4,67,64,-1,219901
219903,-1,18.9,69,62,92,219903
219905,-1,19.4,83,52,86,219905
220801,-1,.,100,96,100,220801
220802,.,.,98,.,.,220802
220809,1597,23.6,94,93,100,220809
220810,1696,26.3,98,99,100,220810
220811,.,.,.,.,.,220811
220814,.,.,93,.,.,220814
220815,.,.,.,.,.,220815
220817,1359,19.4,84,72,90,220817
220819,.,.,84,77,100,220819
220901,1380,20.7,77,58,91,220901
220902,1444,21.2,84,65,94,220902
220904,1242,17.9,86,62,89,220904
220905,1206,18.9,77,54,89,220905
220906,1625,25.1,90,83,97,220906
220907,1532,22.9,93,83,98,220907
220908,1424,21,85,75,95,220908
220910,1280,17.8,82,60,88,220910
220912,1319,19,71,54,90,220912
220914,1434,21.2,73,68,91,220914
220915,1407,20.5,88,68,91,220915
220916,1458,22.1,93,80,96,220916
220917,1257,17.8,74,61,90,220917
220918,1402,20.4,85,74,95,220918
220919,1746,26.8,98,97,99,220919
220920,1364,20,82,62,94,220920
221801,1547,23,97,92,100,221801
221901,1393,18.5,86,60,75,221901
221904,1399,19.4,71,48,92,221904
221905,-1,20.2,80,53,91,221905
221911,1383,22.6,90,73,96,221911
221912,1539,24.5,97,88,99,221912
222901,.,21.1,75,63,85,222901
223901,1215,17.1,71,35,68,223901
223902,1297,18.9,74,65,92,223902
223904,.,20.7,89,78,83,223904
224901,-1,22.9,100,83,91,224901
224902,-1,21.3,60,50,93,224902
225902,1266,17.8,84,57,93,225902
225905,.,.,.,.,.,225905
225906,1453,21.4,91,74,84,225906
225907,.,.,100,.,.,225907
226801,1499,.,89,68,95,226801
226901,-1,20.9,87,91,98,226901
226903,1454,20.4,73,54,87,226903
226905,1498,20.6,82,64,100,226905
226906,1635,23.2,95,90,100,226906
226907,1473,20.9,72,53,94,226907
226908,.,20.7,86,73,96,226908
227803,1373,-1,62,48,98,227803
227804,1474,21.9,97,84,96,227804
227805,.,.,100,83,.,227805
227806,.,.,71,38,90,227806
227814,1699,26.8,100,93,100,227814
227816,1410,20.7,88,67,94,227816
227817,.,.,100,81,-1,227817
227819,.,.,.,.,.,227819
227820,-1,19.4,79,71,95,227820
227821,.,.,.,.,.,227821
227824,1183,17.1,78,54,89,227824
227825,.,.,83,52,92,227825
227826,.,.,.,.,.,227826
227827,.,.,.,.,.,227827
227828,.,.,73,-1,76,227828
227901,1495,22.5,85,66,94,227901
227904,1429,18.2,84,67,94,227904
227907,1236,17.8,73,51,86,227907
227909,1824,26.8,97,96,100,227909
227910,1252,18.3,77,49,89,227910
227912,1485,21.8,86,73,96,227912
227913,1647,24.6,96,89,98,227913
228901,1383,18.7,76,71,98,228901
228903,1302,18.1,75,46,86,228903
228904,1248,.,-1,90,93,228904
228905,1352,-1,77,65,67,228905
229901,1384,22.4,87,60,91,229901
229903,1348,20.3,86,71,85,229903
229904,1373,18.8,78,67,94,229904
229905,1322,19.1,67,67,92,229905
229906,1183,17.3,89,83,77,229906
230901,1346,19.5,86,72,89,230901
230902,1408,18.8,86,63,90,230902
230903,-1,20,93,82,96,230903
230904,-1,19.5,85,78,94,230904
230905,-1,20.9,81,79,94,230905
230906,-1,20.8,84,73,89,230906
230908,1322,21,85,69,96,230908
231901,.,16.3,67,44,80,231901
231902,.,16.5,86,76,95,231902
232901,1567,21.4,98,92,100,232901
232902,1370,21,87,51,87,232902
232903,1106,17.6,66,47,83,232903
232904,1434,20.8,75,79,63,232904
233901,1356,20.3,82,58,91,233901
233903,1433,21.9,100,100,92,233903
234801,1517,-1,36,-1,57,234801
234902,1489,23.5,93,77,96,234902
234903,1482,21.3,93,58,83,234903
234904,1396,20.9,78,61,86,234904
234905,1435,22.1,92,89,100,234905
234906,1417,21.1,82,62,85,234906
234907,1446,20.7,72,62,89,234907
234909,-1,20.2,86,56,84,234909
235901,1235,17.6,69,54,64,235901
235902,1390,19.7,73,53,89,235902
235904,.,.,.,.,.,235904
236801,-1,.,15,26,62,236801
236901,1510,22.3,93,73,89,236901
236902,1403,19.6,66,51,81,236902
237902,1374,18.3,68,45,94,237902
237904,1367,18,85,64,87,237904
237905,1227,17.3,70,41,84,237905
238902,-1,18.7,63,50,81,238902
238904,.,-1,78,68,100,238904
239901,1497,22.2,75,56,85,239901
239903,1285,-1,87,68,81,239903
240801,1114,.,54,17,66,240801
240901,1182,16.9,87,50,87,240901
240903,1310,18.7,94,67,93,240903
240904,1255,20.6,85,66,81,240904
241901,1369,20.1,87,77,96,241901
241902,1396,20.7,96,85,96,241902
241903,1378,20.6,79,57,93,241903
241904,1363,18.1,65,57,93,241904
241906,1337,19.4,81,62,91,241906
242902,.,17.3,78,53,73,242902
242903,.,17.9,96,62,89,242903
242905,.,-1,100,93,-1,242905
242906,-1,19.6,91,53,90,242906
243901,1468,21.3,88,61,88,243901
243902,1306,19.6,100,94,97,243902
243903,1459,20.1,82,64,90,243903
243905,1424,20.5,77,56,81,243905
243906,1343,18.8,88,71,90,243906
244901,-1,-1,75,-1,80,244901
244903,1544,20,64,52,89,244903
244905,-1,17.9,92,67,92,244905
245901,1159,17,88,79,93,245901
245902,1370,17.4,95,52,80,245902
245903,1122,16.2,75,51,86,245903
245904,1271,16.3,95,55,89,245904
246801,1758,26.2,100,96,98,246801
246902,1333,18.1,70,54,87,246902
246904,1498,22.5,80,64,93,246904
246905,1418,-1,72,69,83,246905
246906,1385,20,84,71,91,246906
246907,1350,20.3,86,70,96,246907
246908,1521,22.7,85,84,94,246908
246909,1494,24.4,89,79,96,246909
246911,1360,19.7,74,58,89,246911
246912,1454,21,97,72,89,246912
246913,1605,23.3,89,82,97,246913
246914,.,.,100,.,.,246914
247901,1382,20.8,78,65,95,247901
247903,1378,20.6,90,73,97,247903
247904,1469,21.8,90,87,88,247904
247906,1407,21,95,84,98,247906
248901,-1,18,72,36,78,248901
248902,.,21.5,97,62,93,248902
249901,1381,18.7,86,77,95,249901
249902,1426,20,82,71,88,249902
249903,1401,20.3,84,65,92,249903
249904,1303,19.2,79,58,53,249904
249905,1439,20.7,88,71,95,249905
249906,1375,20.2,93,87,98,249906
249908,1612,23.9,88,81,100,249908
250902,1362,21,64,63,92,250902
250903,1295,19.8,88,63,79,250903
250904,1319,19.4,74,68,94,250904
250905,-1,20.4,68,53,96,250905
250906,1378,20.2,84,73,95,250906
250907,-1,20.5,92,82,93,250907
251901,1442,20,91,65,95,251901
251902,-1,18.8,80,100,90,251902
252901,1403,20.7,90,66,87,252901
252902,.,22.6,95,83,86,252902
252903,.,18.6,80,55,97,252903
253901,1530,17,77,55,58,253901
254901,1215,16.4,81,56,87,254901
254902,-1,14.6,73,54,89,254902
