,SAT_avg,ACT_avg,EOC_alg1_avg,EOC_eng1_avg,EOC_his_avg,DISTRICT
149901,1368,18.9,84,70,89,149901
149902,-1,17.6,83,59,80,149902
150901,1469,22,78,77,89,150901
152802,.,.,.,.,.,152802
152803,1085,.,39,24,75,152803
152901,1300,20.1,71,61,87,152901
152902,1436,19.8,80,55,93,152902
152903,1368,17.7,76,63,84,152903
152906,1437,21.1,88,79,92,152906
152907,1474,22.3,84,77,96,152907
152908,1356,18.2,90,76,93,152908
152909,1528,21.5,96,75,95,152909
152910,1494,20.8,100,83,91,152910
153903,-1,20.5,86,64,77,153903
153904,1319,20.4,75,52,94,153904
153905,-1,20.8,95,75,100,153905
153907,.,.,44,-1,-1,153907
154901,1375,19.1,76,61,88,154901
154903,1297,-1,70,62,90,154903
155901,-1,17.1,67,64,89,155901
156902,1469,20.6,75,62,86,156902
156905,-1,19.8,79,79,100,156905
157901,1407,20,91,87,96,157901
158901,1377,21,64,46,78,158901
158902,1546,21,66,62,91,158902
158904,.,.,.,.,.,158904
158905,1345,19.5,80,65,89,158905
158906,1350,19.7,74,54,96,158906
159901,1282,19.8,82,65,92,159901
160901,1358,19.5,69,63,87,160901
160904,-1,21.2,73,60,90,160904
160905,-1,18.2,-1,50,100,160905
161801,.,.,.,.,.,161801
161802,1630,23.8,92,92,100,161802
161807,1451,21.1,90,79,96,161807
161901,1587,23.3,91,88,94,161901
161903,1508,22.2,86,84,95,161903
161906,1189,16,55,49,83,161906
161907,1478,22.1,94,82,97,161907
161908,1339,20.4,66,58,91,161908
161909,1269,19,76,79,92,161909
161910,1567,21.2,89,60,94,161910
161912,1495,21.3,83,56,95,161912
161914,1232,17.6,61,48,80,161914
161916,1530,21.6,78,78,91,161916
161918,1497,21.4,81,73,95,161918
161919,1340,20.1,79,53,92,161919
161920,1529,22.8,86,78,94,161920
161921,1344,20.9,78,48,82,161921
161922,1468,21,74,73,92,161922
161923,1477,18.5,86,78,96,161923
161924,.,.,.,.,.,161924
161925,1367,-1,88,75,95,161925
162904,1477,20.3,100,71,100,162904
163901,1353,19.3,69,65,90,163901
163902,1511,21.6,71,63,72,163902
163903,1303,18.8,76,64,90,163903
163904,1571,21.1,72,54,93,163904
163908,1502,21.5,85,72,98,163908
164901,.,21.4,58,87,67,164901
165802,.,.,.,.,.,165802
165901,1447,20.6,70,56,90,165901
165902,1427,19.3,75,68,64,165902
166901,1330,19.1,66,62,75,166901
166902,.,.,.,.,.,166902
166903,1517,22.2,80,52,97,166903
166904,1318,18.9,62,61,89,166904
166905,1369,21.4,81,63,91,166905
166907,-1,.,56,45,63,166907
167901,1446,22.9,94,84,95,167901
167902,-1,-1,44,50,59,167902
167904,-1,-1,57,62,-1,167904
168901,-1,18.3,69,65,79,168901
168902,.,19.4,92,63,-1,168902
168903,-1,18.3,95,84,100,168903
169901,1336,21.1,91,69,97,169901
169902,1368,20.3,88,69,88,169902
169906,-1,.,71,39,100,169906
169908,.,.,.,.,.,169908
169909,-1,19.6,100,93,100,169909
169910,-1,22.2,50,64,68,169910
169911,1456,-1,90,56,100,169911
170801,.,.,.,.,.,170801
170902,1584,24.1,87,76,97,170902
170903,1511,22.6,90,80,93,170903
170904,1384,19.3,73,60,90,170904
170906,1498,22.4,80,70,93,170906
170907,1416,20,77,60,91,170907
170908,1369,19.2,63,56,85,170908
171901,1345,19.2,73,54,94,171901
171902,-1,19.1,87,76,90,171902
172902,1151,17.4,76,66,88,172902
172905,1527,21.1,88,66,92,172905
173901,-1,17.9,88,76,75,173901
174801,.,.,.,.,.,174801
174901,1382,19.3,82,47,86,174901
174902,1431,22.2,87,73,89,174902
174903,1387,19.1,95,69,86,174903
174904,1474,20.4,62,53,65,174904
174906,1491,20.2,88,79,100,174906
174908,1566,21.3,82,72,100,174908
174909,-1,18.4,69,52,96,174909
174910,.,.,-1,.,.,174910
174911,1500,24.1,84,74,95,174911
175902,1347,18.4,89,76,87,175902
175903,1319,17.4,77,59,85,175903
175904,1372,20.3,77,56,92,175904
175905,1174,15.9,63,63,89,175905
175907,1252,18.3,79,61,79,175907
175910,1562,22.8,76,62,94,175910
175911,1305,18.4,59,53,67,175911
176901,-1,18.2,41,47,76,176901
176902,-1,18.2,75,64,74,176902
176903,1392,19.2,81,33,86,176903
177901,-1,18.8,70,83,96,177901
177902,-1,20.3,72,56,88,177902
177903,-1,20.8,77,86,100,177903
177905,-1,22.6,95,84,100,177905
178801,.,.,-1,63,-1,178801
178807,.,.,74,.,.,178807
178808,.,.,100,.,.,178808
178901,.,17.7,76,34,88,178901
178902,1334,19.2,66,72,96,178902
178903,1440,21,83,70,95,178903
178904,1343,18.2,85,60,90,178904
178905,.,.,100,.,.,178905
178906,1501,20.4,98,94,97,178906
178908,1502,20.8,87,84,98,178908
178909,-1,18,68,47,79,178909
178912,1450,21.4,79,75,92,178912
178913,-1,18.6,80,67,92,178913
178914,1496,22,88,72,93,178914
178915,1127,16.1,66,59,81,178915
179901,-1,19.6,81,65,93,179901
180901,-1,18.7,79,64,100,180901
180902,1407,20.4,69,80,96,180902
180903,.,19,83,48,100,180903
180904,.,.,.,.,.,180904
181901,1394,21.1,89,78,91,181901
181905,1456,22,92,78,94,181905
181906,1173,13.9,70,48,84,181906
181907,1387,23.1,79,55,86,181907
181908,1433,21.1,83,60,78,181908
182901,1252,-1,76,66,95,182901
182902,1343,-1,78,77,86,182902
182903,1403,21.6,68,62,89,182903
182904,-1,20,69,72,92,182904
182905,-1,-1,87,75,94,182905
182906,.,.,.,.,.,182906
183801,1574,23.6,73,67,75,183801
183901,-1,19.3,92,63,80,183901
183902,1605,21.4,84,69,95,183902
183904,-1,18,57,66,84,183904
184801,.,-1,63,58,74,184801
184901,1361,20.7,79,61,88,184901
184902,1389,20.3,78,63,92,184902
184903,1478,21.3,75,69,96,184903
184904,1280,18.4,86,77,92,184904
184907,1598,24.2,95,91,97,184907
184908,1593,23.8,90,73,95,184908
184909,1542,22.6,94,79,98,184909
184911,.,.,100,.,.,184911
185901,.,19.4,81,75,87,185901
185902,-1,19.1,86,81,98,185902
185903,-1,18.8,76,57,88,185903
185904,.,18.8,80,38,86,185904
186901,1344,.,100,69,92,186901
186902,1260,16.9,80,65,90,186902
186903,-1,19.4,92,85,93,186903
187901,1262,17.4,73,38,71,187901
187903,-1,-1,94,44,61,187903
187904,1254,16.2,52,51,-1,187904
187906,999,14.4,44,50,100,187906
187907,1325,19.7,59,51,77,187907
187910,1396,21.9,88,65,93,187910
188901,1263,21.2,80,63,90,188901
188902,-1,20.1,66,49,90,188902
188903,1415,19.7,89,70,96,188903
188904,1520,21.6,92,85,94,188904
189901,-1,17,73,64,76,189901
189902,1181,15.9,69,48,76,189902
190903,1544,21.3,82,75,78,190903
191901,1519,22.1,83,70,93,191901
192901,-1,19.7,60,58,71,192901
193801,-1,.,41,63,75,193801
193902,-1,21.9,80,75,82,193902
194902,.,19.8,86,78,96,194902
194903,1415,20,82,74,83,194903
194904,-1,17,78,61,89,194904
194905,-1,19.6,65,59,87,194905
195901,1244,19.6,63,60,78,195901
195902,-1,-1,83,84,100,195902
196901,1422,-1,83,94,95,196901
196902,-1,19.6,69,52,82,196902
196903,1456,17.9,71,66,88,196903
197902,.,22.5,95,82,83,197902
198901,1331,19.9,84,77,100,198901
198902,.,-1,65,40,100,198902
198903,1424,22.2,96,81,88,198903
198905,1195,19.2,65,52,84,198905
198906,1518,-1,98,94,90,198906
199901,1540,23,86,81,96,199901
199902,1399,20.7,81,68,94,199902
200901,-1,21,77,67,80,200901
200902,-1,19.9,100,95,100,200902
200904,1336,19.3,91,58,93,200904
200906,.,.,.,.,.,200906
201902,1486,21,70,60,90,201902
201903,.,-1,82,53,89,201903
201904,.,-1,75,67,89,201904
201907,.,17.6,79,53,85,201907
201908,1241,16.7,58,54,83,201908
201910,1382,19,88,77,95,201910
201913,1452,20.7,86,55,91,201913
201914,1294,18.8,83,68,98,201914
202903,1542,19.3,78,59,93,202903
202905,1152,18.7,62,65,79,202905
203901,1259,15.3,54,51,84,203901
203902,1376,18.6,68,43,85,203902
204901,1301,18.7,55,48,80,204901
204904,1340,18.5,78,55,79,204904
205901,1341,16.9,63,38,88,205901
205902,1446,21.1,80,61,94,205902
205903,1268,18,79,54,89,205903
205904,-1,16.9,68,53,89,205904
205905,1390,18.3,70,48,89,205905
205906,1317,18.7,75,42,87,205906
205907,-1,15.7,68,49,79,205907
206901,-1,19.8,79,58,92,206901
206902,-1,-1,-1,56,100,206902
206903,-1,18.9,83,90,80,206903
207901,-1,20.6,82,66,89,207901
208901,.,18,71,56,94,208901
208902,1160,20.5,64,53,74,208902
208903,.,21.2,93,89,93,208903
209901,1439,20.7,88,81,100,209901
209902,-1,-1,53,59,67,209902
210901,1298,17.7,68,51,84,210901
210902,.,19.1,62,58,54,210902
210903,.,20.1,86,68,90,210903
210904,1179,16,76,51,75,210904
210905,.,18.8,88,66,83,210905
210906,.,.,.,.,.,210906
211901,.,.,.,.,.,211901
211902,.,20.9,76,70,96,211902
212801,.,.,87,72,.,212801
212804,.,.,93,82,.,212804
212901,1459,20.1,80,81,93,212901
212902,1462,21.4,92,79,93,212902
212903,1469,21.1,91,83,97,212903
212904,1471,19.4,89,85,94,212904
212905,1391,19.6,74,58,91,212905
212906,1496,22.6,82,76,91,212906
212909,1257,18.9,78,63,89,212909
212910,1246,22.6,81,68,72,212910
213801,1241,17.4,64,61,93,213801
213901,1479,22,92,74,93,213901
214901,1279,17.6,72,50,86,214901
214902,-1,17.8,84,85,86,214902
214903,-1,17.3,76,54,92,214903
215901,1374,21,69,55,94,215901
216901,.,19.3,87,72,53,216901
217901,.,22.3,94,89,100,217901
218901,1384,20.3,80,62,82,218901
219901,.,20.3,90,86,97,219901
219903,-1,19.6,82,53,79,219903
219905,.,15.8,73,45,89,219905
220801,1612,-1,95,87,100,220801
220802,.,.,99,.,.,220802
220809,1624,25.3,94,96,100,220809
220810,1734,25.7,94,97,100,220810
220811,.,.,.,.,.,220811
220814,.,.,100,.,.,220814
220815,.,.,.,.,.,220815
220817,1345,17.4,71,73,86,220817
220819,.,.,86,.,.,220819
220901,1397,20.1,69,60,89,220901
220902,1453,21.5,78,69,94,220902
220904,1217,17.8,84,62,88,220904
220905,1215,18.3,73,56,89,220905
220906,1630,24.8,88,83,96,220906
220907,1527,22.8,90,83,96,220907
220908,1447,21.1,81,74,95,220908
220910,1293,17.1,69,57,83,220910
220912,1329,19.3,64,57,88,220912
220914,1413,22.1,68,69,94,220914
220915,1432,21.3,76,69,89,220915
220916,1488,22.2,91,82,96,220916
220917,1300,19,67,62,90,220917
220918,1439,21.2,82,77,94,220918
220919,1748,26.6,97,96,99,220919
220920,1360,20.1,80,70,89,220920
221801,1562,23.2,92,91,98,221801
221901,1411,20.6,83,66,88,221901
221904,1429,19,74,67,85,221904
221905,.,18.2,81,56,100,221905
221911,1526,24.1,92,81,97,221911
221912,1583,24.2,93,87,98,221912
222901,-1,21,82,78,86,222901
223901,1183,16.7,58,52,71,223901
223902,-1,17.9,56,67,93,223902
223904,1442,23,91,-1,85,223904
224901,-1,20.4,92,86,100,224901
224902,.,.,79,50,91,224902
225902,1304,19,77,65,90,225902
225905,.,.,100,.,.,225905
225906,1478,20.2,84,70,85,225906
225907,.,.,100,.,.,225907
226801,1496,.,79,66,92,226801
226901,1643,21.4,81,92,96,226901
226903,1430,20.5,68,60,90,226903
226905,1505,20.3,84,81,90,226905
226906,1550,22.8,96,92,96,226906
226907,1314,19.7,84,62,99,226907
226908,1460,19.1,96,74,78,226908
227803,.,-1,56,62,100,227803
227804,1540,23.8,98,49,100,227804
227805,.,.,100,73,.,227805
227806,-1,-1,67,-1,55,227806
227814,1706,25.6,96,100,100,227814
227816,1420,22.8,86,73,94,227816
227817,.,.,.,.,.,227817
227819,.,.,.,.,.,227819
227820,-1,18.5,83,78,96,227820
227821,.,.,.,.,.,227821
227824,.,.,79,62,87,227824
227825,.,.,72,47,.,227825
227826,.,.,.,.,.,227826
227827,.,.,.,.,.,227827
227828,.,.,-1,-1,74,227828
227901,1507,22.2,83,66,92,227901
227904,1408,19.9,82,72,93,227904
227907,1233,16.5,68,54,91,227907
227909,1786,26.4,98,95,99,227909
227910,1294,18.2,73,53,87,227910
227912,1544,23.4,82,71,95,227912
227913,1628,24.9,94,86,97,227913
228901,1402,-1,79,75,96,228901
228903,1234,18.5,65,53,81,228903
228904,1416,16.8,88,50,100,228904
228905,1340,.,80,64,82,228905
229901,1435,-1,90,79,92,229901
229903,1349,18.8,75,68,90,229903
229904,1396,-1,78,68,84,229904
229905,1492,21.6,75,67,83,229905
229906,-1,-1,43,68,82,229906
230901,1462,22.3,89,77,89,230901
230902,1316,19,83,68,95,230902
230903,-1,19.9,78,67,80,230903
230904,-1,19.2,79,60,88,230904
230905,1440,22.1,82,71,96,230905
230906,1441,20.6,84,58,92,230906
230908,-1,19,94,89,91,230908
231901,.,18.6,51,46,90,231901
231902,-1,20.1,71,66,83,231902
232901,1516,22.3,96,90,100,232901
232902,1287,19.6,64,65,57,232902
232903,1244,18.3,51,42,78,232903
232904,1459,-1,85,75,90,232904
233901,1353,19.4,70,55,88,233901
233903,1593,21.3,93,92,100,233903
234801,-1,-1,39,-1,74,234801
234902,1536,22.4,93,82,95,234902
234903,1411,20.8,88,69,82,234903
234904,1375,21.3,78,69,85,234904
234905,1517,23.5,91,87,100,234905
234906,1451,20.9,85,70,82,234906
234907,1448,21.5,69,50,76,234907
234909,-1,18.9,88,63,86,234909
235901,1272,16.1,53,38,83,235901
235902,1392,19.7,69,53,89,235902
235904,.,.,.,.,.,235904
236801,-1,.,-1,-1,-1,236801
236901,1309,20.6,86,75,97,236901
236902,1377,19,61,57,80,236902
237902,1151,18.7,65,53,91,237902
237904,1360,19.2,82,66,92,237904
237905,1167,18.4,61,43,92,237905
238902,1518,20.7,62,43,86,238902
238904,-1,-1,78,64,89,238904
239901,1495,21,72,50,89,239901
239903,1397,20.1,74,63,75,239903
240801,-1,-1,51,20,77,240801
240901,1205,17.3,80,51,85,240901
240903,1321,18.2,88,65,91,240903
240904,1293,-1,74,59,79,240904
241901,1502,23.1,80,61,97,241901
241902,1488,23.3,88,86,100,241902
241903,1396,20.9,72,57,75,241903
241904,1386,17.7,61,59,93,241904
241906,1336,19,71,76,86,241906
242902,.,17,64,60,70,242902
242903,.,18.7,88,70,92,242903
242905,-1,-1,95,60,80,242905
242906,.,20.3,93,62,93,242906
243901,1487,22.2,80,50,90,243901
243902,-1,19.5,79,74,90,243902
243903,1475,20.5,77,69,90,243903
243905,1427,20.5,70,66,87,243905
243906,1367,17.4,80,69,85,243906
244901,.,-1,88,78,88,244901
244903,1530,19.7,56,57,84,244903
244905,.,16.1,74,52,75,244905
245901,1369,16.3,77,57,78,245901
245902,1339,17.8,85,53,83,245902
245903,1176,15.7,75,48,89,245903
245904,1239,16.8,68,52,100,245904
246801,-1,.,98,95,100,246801
246902,1414,22.8,68,64,93,246902
246904,1529,23,77,67,93,246904
246905,1439,19.2,53,62,95,246905
246906,1374,19.3,85,73,92,246906
246907,1479,20.2,86,62,99,246907
246908,1523,22.8,86,72,96,246908
246909,1602,24.2,87,81,96,246909
246911,1386,19.6,73,65,87,246911
246912,1353,19.7,79,75,93,246912
246913,1596,23.9,88,82,97,246913
246914,.,.,-1,.,.,246914
247901,1468,20.2,68,67,93,247901
247903,1435,22,91,70,93,247903
247904,1385,20.5,89,82,90,247904
247906,1297,22.4,88,76,92,247906
248901,.,18.6,82,62,92,248901
248902,.,19.2,86,68,92,248902
249901,1414,21.1,80,80,90,249901
249902,1374,19.6,81,69,82,249902
249903,1398,20.2,81,60,89,249903
249904,1328,20.1,81,68,68,249904
249905,1446,22.1,83,71,95,249905
249906,1436,21.4,84,67,97,249906
249908,1436,21.8,84,60,100,249908
250902,1296,19.6,57,58,82,250902
250903,1345,20.9,84,70,69,250903
250904,1426,19.3,77,76,95,250904
250905,-1,19.2,77,67,88,250905
250906,1343,18.7,79,72,93,250906
250907,-1,21.7,93,81,90,250907
251901,1288,18,76,63,93,251901
251902,-1,20.1,94,78,95,251902
252901,1485,20.9,80,63,91,252901
252902,-1,20.5,91,78,100,252902
252903,.,19.5,58,72,96,252903
253901,1390,16.7,72,45,74,253901
254901,1391,18.1,70,52,80,254901
254902,-1,-1,70,44,84,254902
